"Message",Low,"Starting .NET Native compilation"
"Message",Low,""
"Message",Low,""
"Message",Low,"Task ""Gatekeeper"""
"Message",Normal,"Launching 'C:\Users\bhara\.nuget\packages\runtime.win10-x64.microsoft.net.native.compiler\2.2.11-rel-30601-02\tools\x64\ilc\ilc.exe --gatekeeper @""C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\intermediate\gkargs.rsp""'"
"Message",Low,"Microsoft (R) .NET Native Gatekeeper Version 2.2.30601.02 "
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved. "
"Message",Low," "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Acr.UserDialogs.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\DryIoc.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Essential.Interfaces.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\LeadingResponse.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\LeadingResponse.UWP.exe'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Microsoft.AppCenter.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Microsoft.AppCenter.Analytics.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Microsoft.AppCenter.Crashes.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Microsoft.Graphics.Canvas.winmd'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Newtonsoft.Json.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Plugin.Permissions.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Prism.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Prism.DryIoc.Forms.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Prism.Forms.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Prism.Unity.Forms.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\SQLitePCLRaw.batteries_v2.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\SQLitePCLRaw.core.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\SQLitePCLRaw.provider.e_sqlite3.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Unity.Abstractions.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Unity.Container.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Xamarin.CommunityToolkit.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Xamarin.Essentials.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Xamarin.Forms.Core.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Xamarin.Forms.Platform.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Xamarin.Forms.Platform.UAP.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\Xamarin.Forms.Xaml.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\ZXing.Net.Mobile.Core.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\ZXing.Net.Mobile.Forms.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\ZXing.Net.Mobile.Forms.WindowsUniversal.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\zxing.portable.dll'. "
"Message",Low,"Checking assembly 'C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\in\ZXingNetMobile.dll'. "
"Message",Normal,"'C:\Users\bhara\.nuget\packages\runtime.win10-x64.microsoft.net.native.compiler\2.2.11-rel-30601-02\tools\x64\ilc\ilc.exe --gatekeeper @""C:\Users\bhara\Desktop\LeadingResponse-mobileapp-master\LeadingResponse\LeadingResponse.UWP\obj\x64\Release\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      469 |      625 |      469 |      625 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       625 ms"
"Message",Normal,"System time per command: 625 ms"
"Message",Normal,"Total duration:          469 ms"
"Message",Normal,"Total lifetime:          625 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            0.8"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""Gatekeeper""."
"Message",Low,"Done building target ""RunGatekeeper"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Done building target ""CreateToolchainGeneratedAssembly"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Task ""PreMergeAssemblyClosure"""
"Message",Low,"Done executing task ""PreMergeAssemblyClosure""."
